# color images
# file: 'rgbd_dataset_freiburg1_desk2_secret.bag'
# timestamp filename
1305033146.712753 rgb/1305033146.712753.png
1305033146.744789 rgb/1305033146.744789.png
1305033146.780752 rgb/1305033146.780752.png
1305033146.812777 rgb/1305033146.812777.png
1305033146.844740 rgb/1305033146.844740.png
1305033146.880706 rgb/1305033146.880706.png
1305033146.912741 rgb/1305033146.912741.png
1305033146.944763 rgb/1305033146.944763.png
1305033146.980673 rgb/1305033146.980673.png
1305033147.012650 rgb/1305033147.012650.png
1305033147.044766 rgb/1305033147.044766.png
1305033147.080663 rgb/1305033147.080663.png
1305033147.112690 rgb/1305033147.112690.png
1305033147.144833 rgb/1305033147.144833.png
1305033147.180682 rgb/1305033147.180682.png
1305033147.212684 rgb/1305033147.212684.png
1305033147.244764 rgb/1305033147.244764.png
1305033147.280668 rgb/1305033147.280668.png
1305033147.312699 rgb/1305033147.312699.png
1305033147.344860 rgb/1305033147.344860.png
1305033147.380655 rgb/1305033147.380655.png
1305033147.412691 rgb/1305033147.412691.png
1305033147.444701 rgb/1305033147.444701.png
1305033147.480674 rgb/1305033147.480674.png
1305033147.512766 rgb/1305033147.512766.png
1305033147.544756 rgb/1305033147.544756.png
1305033147.580667 rgb/1305033147.580667.png
1305033147.612661 rgb/1305033147.612661.png
1305033147.644764 rgb/1305033147.644764.png
1305033147.680666 rgb/1305033147.680666.png
1305033147.712695 rgb/1305033147.712695.png
1305033147.744758 rgb/1305033147.744758.png
1305033147.780692 rgb/1305033147.780692.png
1305033147.812686 rgb/1305033147.812686.png
1305033147.844770 rgb/1305033147.844770.png
1305033147.880687 rgb/1305033147.880687.png
1305033147.912693 rgb/1305033147.912693.png
1305033147.944760 rgb/1305033147.944760.png
1305033147.980689 rgb/1305033147.980689.png
1305033148.012764 rgb/1305033148.012764.png
1305033148.044740 rgb/1305033148.044740.png
1305033148.080689 rgb/1305033148.080689.png
1305033148.112739 rgb/1305033148.112739.png
1305033148.144737 rgb/1305033148.144737.png
1305033148.180737 rgb/1305033148.180737.png
1305033148.212672 rgb/1305033148.212672.png
1305033148.244807 rgb/1305033148.244807.png
1305033148.280668 rgb/1305033148.280668.png
1305033148.312695 rgb/1305033148.312695.png
1305033148.344861 rgb/1305033148.344861.png
1305033148.380677 rgb/1305033148.380677.png
1305033148.412827 rgb/1305033148.412827.png
1305033148.445002 rgb/1305033148.445002.png
1305033148.480745 rgb/1305033148.480745.png
1305033148.512698 rgb/1305033148.512698.png
1305033148.548725 rgb/1305033148.548725.png
1305033148.580662 rgb/1305033148.580662.png
1305033148.612692 rgb/1305033148.612692.png
1305033148.648719 rgb/1305033148.648719.png
1305033148.680648 rgb/1305033148.680648.png
1305033148.712771 rgb/1305033148.712771.png
1305033148.748719 rgb/1305033148.748719.png
1305033148.780877 rgb/1305033148.780877.png
1305033148.812693 rgb/1305033148.812693.png
1305033148.848802 rgb/1305033148.848802.png
1305033148.880689 rgb/1305033148.880689.png
1305033148.912684 rgb/1305033148.912684.png
1305033148.948802 rgb/1305033148.948802.png
1305033148.980708 rgb/1305033148.980708.png
1305033149.012711 rgb/1305033149.012711.png
1305033149.048774 rgb/1305033149.048774.png
1305033149.080717 rgb/1305033149.080717.png
1305033149.112695 rgb/1305033149.112695.png
1305033149.148964 rgb/1305033149.148964.png
1305033149.180740 rgb/1305033149.180740.png
1305033149.212975 rgb/1305033149.212975.png
1305033149.248753 rgb/1305033149.248753.png
1305033149.280711 rgb/1305033149.280711.png
1305033149.312760 rgb/1305033149.312760.png
1305033149.348725 rgb/1305033149.348725.png
1305033149.380724 rgb/1305033149.380724.png
1305033149.412629 rgb/1305033149.412629.png
